,Discounted Price,Discounted Product ID
111,$4.03,71af81f046dafa01
112,$87.37,e0a8e73f3d8244d8
113,$14.17,a9f594bafd8f5aa6
114,$74.70,0040065212500743
115,$58.80,282c2e62e458145b
116,$60.77,7e8beada214888cf
117,$95.21,a47c371a562ae559
118,$51.61,d6ceca327025f248
119,$19.53,efbee7cee9235189
120,$86.35,3c0120b91fc9a1e6
121,$15.46,71d8339e1601e5f3
122,$90.20,b9ea5ca63dd2c9ea
123,$34.51,be9299db0da2c6e3
124,$54.00,5625ac94858109e4
125,$73.47,d15989c6f1cca1b9
126,$55.12,56a6b294b898a320
127,$22.83,cbecf5faf93bfcec
128,$17.00,dc92ad6d2552a213
129,$87.92,e882a8eed93c3d6d
130,$50.98,cbafe82c03419e6d
131,$51.73,c3de97ac6ecab516
132,$53.96,4410e04c95470756
133,$11.30,87858c8ee4924fca
134,$6.37,228bf8c1c5e12c4d
135,$74.33,914694ce3de73ab2
136,$4.31,ead2359d674ae858
137,$6.70,3623b1d53d91e5e5
138,$68.25,529a49fcfdde68ab
139,$71.92,755286f05d76fb61
140,$90.36,f76beb965e5437ee
141,$12.66,0ec4da75d8f5c14e
142,$16.72,1bc0b52dd4f5e370
143,$50.86,93ec5252eeb0e1f2
144,$39.08,075e65dc8d1cbe0e
145,$6.77,6d3933bd3721cc14
146,$91.20,0ac4e4ff976cd29c
147,$71.34,e527ea057071e71b
148,$54.88,8ad5f7c1b1a4c9b5
149,$11.22,5f9b4edb892784f1
150,$53.27,f061940dbd0eb9a4
151,$15.30,965270ba28e39f94
152,$28.57,07031da9d42167e5
153,$25.57,7994f321cef06664
154,$88.46,39a79fd822b93ca5
155,$87.83,dd6b3b67ce794e8a
156,$17.48,bc08a3299fa9aaeb
157,$64.09,8b3e7c0d8f3a2c33
158,$54.64,77edbab9b53e7845
159,$65.11,4665941667b7b97d
160,$24.15,772b81cd0fab9867
161,$27.34,09dbfa2bc070f445
162,$43.23,2a19f497e9d454c9
163,$13.87,ecfd1378966082b5
164,$11.64,e3942f997d533ef6
165,$96.17,7d1d17cad82bd534
166,$26.02,782c272abb3e42a1
167,$13.68,b02cd0b0159620da
168,$31.92,7853729bdd0acf12
169,$82.19,e8b63f5deee1ad71
170,$35.34,04f74408aefcccbf
171,$5.84,b09d9c5042a0f816
172,$57.47,702e7f5c804852d0
173,$35.93,946e0ffc91b234e3
174,$8.53,72668b93a9120229
175,$83.99,75850e57606713cc
176,$78.27,74b15a7069e23465
177,$79.97,af074d3882a8b0ba
178,$31.72,42d7108097c46e2c
179,$16.58,799b846204c7869f
180,$87.62,73e485dabf6f01b3
181,$91.52,17d619d5fcfa4257
182,$20.07,94d9efe0980b456c
183,$54.95,46b272ca4bee2e6a
184,$82.17,3b3b66390a43f69d
185,$82.60,37781a593ab051b2
186,$79.75,f7ad9dfdc6733af9
187,$47.08,646be0a0bfd675ce
188,$81.83,96ac3a79a5115d86
189,$34.44,eda90363cf88abbd
190,$50.56,1617148b9d980836
191,$44.52,7898718c2048775f
192,$17.66,35c86f4b35f8bae1
193,$20.99,6a0055b45108aac7
194,$62.98,4d103f4029f7506f
195,$13.49,4c5bcf7d9cb20290
196,$72.06,d758eba546c63ce7
197,$20.70,a167eb13c0e4c395
198,$25.56,5078e9e47bb0c417
199,$76.50,f214b4620af57a7a
200,$98.18,875bf891806f0639
201,$6.45,a99282fa7fe1e318
202,$92.72,23d66030997839c2
203,$42.73,4899a031f0367869
204,$30.11,a5333ecccb17d933
205,$25.33,386fc04749f6973d
206,$17.68,e9f25009fcd8a87c
207,$55.81,a8ca6e6684c93bca
208,$78.52,2c9360dc9b980822
209,$43.07,3f935ce45675cebe
210,$61.30,cb51bf971c33ef9a
211,$99.26,7cde8889db98d308
212,$44.35,5a0135da3bd0ac2a
213,$35.54,c88407cffb0373e0
214,$5.83,f527fc1481bfe7a6
215,$79.45,440f81488006ec41
216,$6.89,4e83a55fb9b7f4db
217,$53.01,c7aaf50d1858daa7
218,$89.66,7a963eda3cbc30e7
219,$33.75,551ab75981b222ce
220,$28.96,809050e67f2504ea
221,$94.87,f7c841e557f82c47
222,$81.68,6cf4307fd66b29eb
223,$90.25,8ec64d96c9280732
224,$68.06,50396ebe62860cd3
225,$75.58,c15593d8330ed239
226,$47.25,5b241b95239b6277
227,$19.22,1dc5f1b47f86042e
228,$33.14,3765847df31c2f32
229,$41.80,c8cb2236c27fefae
230,$33.83,0cebd1688a09a9e1
231,$75.55,bcbc307442bc17f7
232,$12.61,4a7f8dfe1da38abc
233,$81.25,aa8aa1deeb3dad70
234,$99.12,e02b62e046129c70
235,$31.91,68f73732231d3be2
236,$45.53,9bceb826238ff1e5
237,$14.38,b4db3bf1a9d317fa
238,$57.33,5c4d6e484d984a67
239,$53.86,dcb15591284f7fc5
240,$3.65,7bdb4b7413d3521d
241,$31.82,12fc9bd4b1dede36
242,$28.54,1a95c3f1727d1283
243,$59.25,cdce29474f8dbc0a
244,$65.57,572cf97ec6870864
245,$8.20,26e5c41d1b897e09
246,$29.06,9158e28a5c6abb01
247,$61.94,3a2f9feb1dde1179
248,$29.69,1134a8b6dfa68c6c
249,$31.32,15316f88f42d3e0f
250,$36.93,f7b300b8590c9ffc
251,$57.78,e554b715270ff193
252,$18.56,2bb5c6dc5c602040
253,$93.36,955bf8b6c02cc364
254,$78.96,566ffd5920ab7507
255,$10.30,7ef9bf4e6029d68f
256,$46.95,3a3e80d8ff8fd94d
257,$21.80,b41749df91633b9d
258,$73.42,b71fa17b8cdf3dfe
259,$13.34,1d4f80e3e076a5b4
260,$20.62,708cfac99e6cbb22
261,$73.54,8f70b0d44c4d40a5
262,$78.43,a2143791dac6d822
263,$50.96,2007e694ac3c854e
264,$3.29,2983be439e457f72
265,$29.84,adc14eddd6dcff19
266,$23.93,00df0d58368e2987
267,$55.39,26aa3423d58879aa
268,$45.08,185ac589e464131c
269,$4.73,ce77a273c1c32b59
270,$18.61,3cfd0ed791d3c4be
271,$55.60,5324a4a20b46a3df
272,$59.50,e7f615e1510589c6
273,$53.26,fbb87a5d7f478e3d
274,$16.26,2e651202e5d20f4b
275,$12.82,e525cb5cd55d3d7f
276,$52.59,c3466623890071f7
277,$89.74,bac0913f310293e1
278,$60.82,6357750899fab080
279,$39.20,dedf7f145c8c00f2
280,$15.73,74a723e39695e522
281,$16.04,ed80d69aff9ba560
282,$88.02,cf3645226b3773a9
283,$85.41,eb20e72fc8ba388f
284,$32.84,58cbfed5f46c5c16
285,$7.73,b90c0fdd5121c197
286,$72.91,a7d55f141b1fe259
287,$50.82,0d1597c777ecc91e
288,$15.40,9e14ab7e0b3e3ac3
289,$21.76,9acd704d2b174a6e
290,$9.36,e829dd7cb5964837
291,$27.36,8c4065c68e3237e6
292,$90.50,0ded2f4e0118f42d
293,$48.98,70c08c950e8ce53d
294,$49.23,ffe2cc9b0012a5f2
295,$28.25,e71f8ae1efe72c0f
296,$27.17,0ed42bdfed131c46
297,$80.07,b5ddac8bffb0c664
298,$78.55,dd1eaf126dd834d5
299,$76.95,e9951d98edd4e3ca
300,$60.58,024ee593a603884c
301,$65.60,0acc9fc2685931ff
302,$54.45,4323283d70f39b17
303,$19.56,1bf90393b215676b
304,$24.75,33d750f39da01d4c
305,$47.98,840a2d13c975c8ed
306,$59.35,b87582c03bdbf3dd
307,$19.31,4ff233efc497045d
308,$30.23,0ce544550a42dc4c
309,$34.14,311f4ec37d17b121
310,$67.25,5ae18e5f426e634d
311,$57.09,91736bd620388521
312,$82.61,072c9be77226181e
313,$26.77,e78506640f5093bd
314,$85.82,489a4399c0296e7b
315,$6.10,1ae099e12e5e0c9a
316,$11.17,1ae82c8e689584d7
317,$87.59,c09f630200608ae6
318,$30.45,519b59e9b74050f4
319,$28.56,85eedd66957d2a7a
320,$55.76,65f6b34d01a38b62
321,$72.60,37522d77be1f4d5a
322,$47.89,51126cbef04093b0
323,$23.11,ef99e768b105104c
324,$41.09,7893d6f8a8bbe17c
325,$29.00,8dfba15835d9279f
326,$14.03,e419c37c2d8f8bbb
327,$52.72,a24512a53f18e2ec
328,$65.79,b85fb7ad8f647994
329,$53.89,3e08fe82b04d41df
330,$9.73,45c7dc61be85c777
331,$12.88,b208e33ae74ec05d
332,$76.18,ee7aab66bf01c6b4
333,$61.62,88c973271d0ccc15
334,$79.24,3b7d05dd73828a56
335,$33.40,5c1e333e22a69b91
336,$75.53,1d3f764fa5ad8c65
337,$39.95,2569d01f40668a58
338,$65.22,9e95b44eb328fd52
339,$75.80,3910168b3de257e4
340,$52.51,569bad0ab16e7734
341,$36.13,33e0a354185cb1e7
342,$92.49,97e5fb645c43ef87
343,$39.49,11b9937ce7f66e45
344,$52.67,20ddbf56ff17c275
345,$31.28,b0b8aaaf96f346ca
346,$45.44,522150cbdefa1586
347,$23.32,eb303f7132595838
348,$86.77,d47ccfbabc4657ca
349,$51.20,59884d9f9aebb212
350,$8.06,7b6665c481853164
351,$98.44,2af996900069b98e
352,$45.71,41a6b66db1daf118
353,$47.01,06baf40c1beaecf0
354,$98.31,35ad43e55a8668ea
355,$17.59,9648495cc615f8c5
356,$58.28,aa8be355558cbed3
357,$52.07,63c382353718b301
358,$66.06,4704a3569c576b41
359,$13.15,480476036d32b7bc
360,$45.73,3569d0d9e986d85b
361,$95.40,39ba29ab60bb6165
362,$53.11,5819e53923ffdf49
363,$24.75,a0b4059a0eecf7ac
364,$3.32,0a5684537f467210
365,$51.12,851e79714f6f774f
366,$54.60,882e9d8f5e55dcb3
367,$4.00,0ecc84dc72f72a98
368,$22.86,9082d2ec24238db2
369,$14.59,fa9060a1cf60c586
370,$70.20,ff98e7ac21f04ea2
371,$12.34,7f585a1f2e8ca139
372,$14.15,5bd6def804a984cb
373,$21.49,ba3db4875e308a74
374,$32.76,ea8097d0daf2157d
375,$46.48,6bedc27f7ccae406
376,$81.88,e5416ed26d5b3c55
377,$59.82,3156fafac7ac9e60
378,$46.65,acd955f7371ec0a6
379,$28.11,e242c5176db6bd07
380,$49.63,9fd4bc647ae72226
381,$47.27,27edcb7799170529
382,$34.96,af38f4a61c1bf392
383,$78.85,4f96600bb8abc29a
384,$44.16,68a3119efb17601b
385,$6.32,517a7b3df13bd9d9
386,$45.48,53e9179b81fe20d7
387,$74.23,c66f9abe38c77e1f
388,$65.49,fd9d8c2c61c80c59
389,$47.66,ac02e1f193ae4e5d
390,$44.87,fd04f06f901c895a
391,$47.24,323768314032f2f6
392,$37.59,a354f06564d1108d
393,$54.99,d9ccace103e334f9
394,$77.75,e874535cc7d14062
395,$26.61,332c36b222a815e6
396,$10.75,66a268034ae78365
397,$34.02,d17fd0e779592fe0
398,$85.63,584d6b2bd4111282
399,$76.64,97ada60d0952f827
400,$38.34,61e107d0a9b67e7b
401,$62.57,2b27dd80ac67ee7c
402,$10.98,fc5bb74e596732b4
403,$8.87,99bfade234884e4f
404,$31.11,3a3cd37f2b33d625
405,$41.96,4a3780f84f446721
406,$63.56,644af64e4de275ac
407,$33.31,2b3c6ac077f42a4e
408,$69.54,d4b14fdd1008a104
409,$23.97,a7c13453f8cbcceb
410,$30.56,24abc7886326dce0
411,$30.78,018314ad4b6fd593
412,$26.05,d9afbe2aa9fc3027
413,$13.42,5dd9978e82a75519
414,$66.05,75cd83c11a598c57
415,$5.73,01271e7e334d591a
416,$36.65,f6c8cbdaa57bc86c
417,$54.28,1a9ff9b4e9f4a8ba
418,$52.65,368bd6fb6df8f253
419,$56.05,a0a15d37d55fb7b2
420,$72.38,7a8803da2da2e75e
421,$20.88,4006d637b25a0941
422,$76.05,49b1bd214ec3676d
423,$70.48,f208e721bba94ddd
424,$18.13,9e38a8ddd6fef604
425,$5.80,84226f9af13ca0e1
426,$63.37,65244f87abb1653e
427,$39.67,74d6d870fbe45d29
428,$51.73,feac0ed91c982e10
429,$16.85,afabe98e2d93df93
430,$60.82,f2adec4aa36ada4c
431,$27.04,7c8fe4a440383538
432,$78.62,8f59a95524de0f90
433,$40.76,6e2487a86296fef3
434,$23.23,5b9c4890d28a46b6
435,$52.49,c04e1a59b02d3127
436,$99.81,df84d71e49550ac7
437,$63.93,edb2135b34e89ec9
438,$21.02,640aafb7c46941e2
439,$23.36,4f00602dffab68dc
440,$74.94,df1e0f300447969d
441,$65.71,c5ce90c51869d83c
442,$32.21,de0eede4d28d884a
443,$63.46,4e81c55d3100e873
444,$3.82,bde67eb24317b039
445,$69.86,cbe2e479696de004
446,$36.55,b8c0140fdb4da29c
447,$74.85,7340e846321d911b
448,$82.33,3da31a292e821bcd
449,$6.75,03944708679d4de1
450,$71.87,1fa3dfc5167e1305
451,$99.10,6b04f53515e2fa76
452,$37.82,8322b03afa8935f7
453,$62.15,685b06efdc89939f
454,$10.75,05dd9883319c0621
455,$20.81,be40b974c56425e9
456,$98.55,64fbb0739761fb80
457,$27.35,9ee1276faa043d10
458,$14.84,6888f978a28751d2
459,$56.91,1d2a9edf672ab440
460,$8.53,ed8089a2b982cb1c
461,$69.94,1b78c2e0ef6a29b7
462,$46.64,3ceba542291de107
463,$41.50,0b9c0648df8f308a
464,$23.89,1c81ee578762cdfe
465,$55.42,fbb1baae53163d66
466,$12.18,bcd1958bf918bc35
467,$45.26,7225bdb97df31f99
468,$59.73,dbe21d76ec6ff9bc
469,$66.30,a9d83df7bd34c87b
470,$34.99,2ceac7b724f2dd6e
471,$47.11,ddae7c7671e9381e
472,$25.21,cec1aa7a72fc1f69
473,$63.33,9e989b544bfe4979
474,$29.77,f014d23de462afee
475,$2.16,25ce32046c2985fe
476,$27.92,623533fa369cf075
477,$17.62,85270a920830a0b9
478,$86.95,025f995ba5cad573
479,$84.31,b837bacdeb0ba500
480,$25.55,82672bfe1779df10
481,$29.73,6db69dcae9019f95
482,$61.84,19f9242efcd36bbc
483,$76.73,9ebd28598bf6f7b6
484,$41.99,f0eb717bf38c03fe
485,$5.09,3d487b0b1a74900a
486,$55.75,16e3f2246114b581
487,$53.83,5689b86fc4ef929e
488,$22.01,d4a2b34bab3448e5
489,$42.47,021be1614636214f
490,$65.59,844964e16d8f693f
491,$44.24,aa34abeaf5afd945
492,$71.09,a733780811f4aadf
493,$43.91,880740fa2548192f
494,$51.78,1004aa62c0b94f15
495,$30.47,ac3ed0b4ab5c6dc5
496,$73.45,9d057ba1528750db
497,$48.93,09e5352c0adf19f6
498,$49.64,9bb8cf05482737ec
499,$24.44,94d21a0c9e682ace
500,$11.13,494e6b0e53c4c2d7
501,$87.30,77ba8c88e05231c2
502,$4.23,88f4da69c14791d0
503,$36.42,2fb95e8e353eee10
504,$54.40,ea629e2b2f71c0b3
505,$58.90,9c82fd10d1acac8d
506,$24.51,386cba65352150ed
507,$39.65,1da08657110747a4
508,$3.65,93ab31c84b7fa165
509,$28.76,981f2395a3020ae7
510,$43.50,1dca4064d5bd7aa3
511,$43.98,0771ace2ef5aeab3
512,$58.27,b7d6a90e044d4258
513,$68.21,bae47196b1f320d5
514,$7.92,9c9c3f881a6b7612
515,$55.18,e10082086584996b
516,$10.25,563aa4f95a9d3973
517,$30.82,83e23ba60b8776e3
518,$42.28,fdf75dff3feffdab
519,$59.97,561cfef14522cd38
520,$27.00,7252082cced7c62e
521,$42.59,fde9bd7ea5afd75e
522,$24.74,624158521bcaddd5
523,$99.25,c754126b57427a16
524,$67.67,d3f3ea19f9ec8699
525,$51.64,ae3ed76fda14d2ba
526,$32.36,2ed2b90e6e82ee8a
527,$59.13,524ee65bffa98018
528,$43.01,40bd26dea4a7cada
529,$33.36,9f7da7a3e6fd7076
530,$54.38,9dc87f4ddd57df8a
531,$57.36,3815b07f941cdb8d
532,$15.27,39f6b5591aa9894d
533,$12.46,28621eb0ea2f37e6
534,$86.38,bc6bdda9c24dd44a
535,$12.23,45251d2f78433b98
536,$62.36,fcb1d68b2847ec7c
537,$8.50,4db6d3d9a01e15c1
538,$9.96,17edbea26e5c9130
539,$85.53,3ba83cf6b0ee336e
540,$62.90,2c3f89dcb788631d
541,$42.53,86cb020ba393b95a
542,$48.65,5a22d2f579d6be71
543,$88.28,e7d43904ca96f6e4
544,$33.43,ae710c38b611ec29
545,$97.92,f3e77a65f021db0c
546,$39.91,65c6d4650b2fdfed
547,$37.68,e9f23eceb920b482
548,$57.66,17d392cfd647191c
549,$11.19,6c8a533cbbf3406c
550,$11.47,d674b77c5c157821
551,$43.75,3fe0ea61eeb33a15
552,$83.06,6a7311d9d578c68e
553,$38.12,e7b77dffb7126ea3
554,$70.68,740138d6e60ea98c
555,$78.91,0a2f9d3f13ca4804
556,$12.39,cfb098cacfc5fa55
557,$22.49,d5d944361d399092
558,$98.33,ca9a9b14774ee38f
559,$31.66,19d14a259913c01b
560,$52.16,384b26d8fb17ce14
561,$88.22,26004e1e2de83f1f
562,$23.19,181a1a772b470dbd
563,$86.61,a72b1e47e1160f63
564,$96.33,f61cc546eef53f06
565,$45.30,7780350607519e11
566,$99.85,f04bdf91758c530e
567,$55.95,0ee5aaec89b99ddc
568,$22.01,0877ef546161ef78
569,$86.75,c4721cd489cdce28
570,$64.52,9fc89079b14acad0
571,$29.07,d04782b4d0230fcc
572,$55.80,c5b06a7ad6ea140d
573,$92.11,b5e31362fa966a65
574,$59.51,06326d7a62af86ae
575,$46.27,d6458521a33b90d6
576,$89.38,9ecf6dc6a3af3e75
577,$72.13,4ef21a87742c6a75
578,$46.84,80e9d359e3b0f3e0
579,$6.59,d65c254db52c5af0
580,$88.57,50ad92e701886e1f
581,$72.81,385030f233e3d47e
582,$61.97,a5cc2abdfb0585e7
583,$15.10,10098eafdfc9e054
584,$99.78,cdd0bf6b1b847151
585,$59.37,84839e73987a84ee
586,$10.14,32b1af1f8c9fe883
587,$46.18,5d499325125f35f6
588,$77.69,a7df32fb225e7e6a
589,$9.15,7d366a6a65f50d6a
590,$82.00,fe261558cbf28af9
591,$53.32,b22a77f94cc95ddb
592,$24.62,059a4241da59df8f
593,$33.08,fbe5c4f24c233662
594,$47.18,dbe7d43bc03b3589
595,$85.99,1968bf9d034b2af7
596,$19.34,9ea06821495a8b1a
597,$98.89,1de6845237279739
598,$63.04,e77fb584fbf6c732
599,$13.53,e95ea4d3440ad74f
600,$44.86,12348749f2c93e59
601,$44.44,8e8e6614cbde6964
602,$94.20,66902d8ada811557
603,$27.24,3ad7109457da10b6
604,$75.12,03d7fdb0cfc60302
605,$17.49,636f7fc577eef3a1
606,$57.30,c1b2ae8539cfd00c
607,$45.67,ce8343ab1d7d7f84
608,$68.00,107d3333406c5955
609,$44.11,9d354dee8bd09761
610,$53.77,03169784a5e3a0e2
611,$12.38,6491c7fa717d6524
612,$86.35,08f1775998f7a55d
613,$24.22,0dff745bf5d30fef
614,$69.92,99db4a5237b2fe97
615,$58.81,6c3093232f30abdd
616,$63.13,15cf75a508152b27
617,$49.34,8650545484d193cb
618,$63.17,9b210379a9551c70
619,$35.46,9cf446318fac087e
620,$5.40,13edac895926c208
621,$40.66,5f0f0485a8c1f98c
622,$40.03,c915aa171d08f03d
623,$86.39,8a89d9ce71919b8f
624,$58.53,45eccd9ebeda3c40
625,$17.35,658230301cd06dd4
626,$23.30,b6b0133df27b5382
627,$86.01,10254794bdc66d1d
628,$70.73,faf8caf353a61795
629,$100.64,8bbef1378c9e8869
630,$16.10,15d78c221924408e
631,$21.05,a33fa5cc3eeb13a1
632,$80.78,b601c5d82623813f
633,$85.43,72d486ada27e1e67
634,$81.29,6beaef131ae275fd
635,$35.98,de9e389dbfb90efc
636,$78.60,c4ca64c5496b32ed
637,$38.05,9b2dc11103e9371e
638,$40.40,72f093a90c9650f1
639,$25.99,11436f437319cdc5
640,$7.96,8110d86f6cfa1b88
641,$28.05,50c597d17c51e4dd
642,$34.84,594f4d99ca89b2c7
643,$48.79,76b258b4f452831c
644,$19.46,52899fba9e065990
645,$57.61,8763f763037173b3
646,$46.50,92c1214634c74150
647,$43.33,034cdab688f44d81
648,$98.56,c882e3bc35c0ad5a
649,$45.44,a17dcb25d32ee2b6
650,$44.69,d5b7b7c3b25572eb
651,$52.27,80a6cf8b76ff8a4f
652,$36.47,5338753a3ec22f5c
653,$21.32,01c104cdb743f7b9
654,$54.86,14e38007bbfdb93f
655,$33.16,663ce4550210fabb
656,$36.17,335f114318633359
657,$100.37,261447c717241263
658,$84.14,12fb5c9881d0b78a
659,$49.69,2ffe8500df25100c
660,$52.54,30ffd1bb4a1557c4
661,$26.45,a667c2306d761cb4
662,$85.27,72adef7c00ae06ca
663,$21.21,f9974f30d45d191f
664,$60.63,b9d47944cd7fb6f5
665,$33.66,fab2ec465fa4b882
666,$24.73,fd44964f6b9959b7
667,$84.51,a73ba6c26a77e87e
668,$82.22,bb74d3cc8e208dd5
669,$87.91,017f22906e9b2f0a
670,$62.82,fd7dba6fa1ff6c2c
671,$4.11,447cdd6c17272773
672,$47.51,f2ff88510a465cbc
673,$73.63,d65c9125fa97a9f6
674,$39.59,cf90386e0f8ce921
675,$43.77,31ed0175a7faeaf9
676,$31.30,9c3ff42b8a772e16
677,$50.17,a6c411b0252bc229
678,$81.47,ed2ae29a20a4cad5
679,$46.74,ec8da144edeee665
680,$67.51,5ccb35776457f549
681,$7.68,9fc1c6bf1295ec8a
682,$27.38,acc2a4ed25685aae
683,$10.00,da1d9b470de1a5e9
684,$30.62,182f4e2b8baba50a
685,$89.07,137682186d0df57c
686,$50.83,835be1d11e6b8c28
687,$91.17,2b105591ed75d3fb
688,$60.61,cdfb3771f9cc7621
689,$20.42,407a763543f1b152
690,$8.85,2ee72cfe0ae3e299
691,$33.99,1d2eb1dab3999386
692,$100.56,09b1030c6e582989
693,$40.37,498e2cea13b2d80b
694,$22.86,fb2454797cc9994c
695,$11.09,392d447d5f18969b
696,$71.52,b57790c2db1d7ac9
697,$8.61,bf2bc6d86403d347
698,$42.93,6d705785b015bb4c
699,$69.22,d4bf84423ced80a6
700,$15.88,f6ef58ea6f2f1768
701,$19.67,f6c66ce3f824a3f9
702,$49.91,27d28861d2c6387b
703,$57.42,181dd02c25b769e5
704,$7.67,e00f5943ce10ee35
705,$17.47,731df82df12429d2
706,$40.86,a99c39f546724a22
707,$8.81,0fc0f933ad10f3fd
708,$75.21,3e5fbeb74c4b0be5
709,$23.29,039a98bd9d674365
710,$77.70,5abe9a93db005992
711,$62.61,5ce473bb54b4dee2
712,$27.14,a2073b690b860a1b
713,$27.62,17d5ac6bba469fdd
714,$84.28,da2db4f03dbd3dc2
715,$87.42,e0b2e52bcb3d4e3a
716,$88.23,65ec5b11924998bf
717,$5.00,c113a7bc815ba14c
718,$79.28,310b96cc7b624cd6
719,$34.59,05bdaecc3406bd48
720,$59.09,6bd82bf7b4fe3e34
721,$37.60,2c66d27f2191067c
722,$20.98,bccafc1e76a2262b
723,$13.57,da851763b5969652
724,$51.37,32b53cdfb4d6f49d
725,$61.17,5b7c76b98bb1187a
726,$5.87,f751115fe79bb2a4
727,$35.22,734d5f8f15db5cbd
728,$65.90,f62cf55d0b8c060a
729,$42.30,f08bde78d3e3ce79
730,$29.78,0810be23818fc84f
731,$37.88,351d3a082e624e00
732,$54.53,81756ec0571b72d0
733,$27.43,7e875b575f546cec
734,$21.12,9e9310380b109e89
735,$23.51,29cfc0e80c8f99e0
736,$14.80,a22868d72ec3375c
737,$13.23,01c022dc70e26577
738,$82.13,cd0996ce10f85281
739,$55.26,a3245627db73de5f
740,$27.47,ff63797f5309b789
741,$59.77,94ccef2bc7f7fd48
742,$11.79,28a427f449ebec74
743,$39.29,312353336fd9c0bc
744,$91.25,36407da430de83d7
745,$38.97,218cb82dcfde8f14
746,$75.61,38dfc30bc6026ea9
