,Original Price,Product ID
211,$41.03,6ea588d0ea317cd1
212,$66.74,078b6b4099fb8710
213,$98.55,af6f3331ec646956
214,$58.77,bd312438d025ff1b
215,$71.54,dd6d3bafce1ee969
216,$92.53,0291f08d0426d836
217,$5.98,94a73053530f589f
218,$98.98,c7117523c2fe5745
219,$22.02,0f8d7134d9ef0fd5
220,$61.57,171037f14b75a947
221,$60.71,040779d9303957e4
222,$17.13,b2056ed88e63f714
223,$77.46,2aa25e4e779dfd0c
224,$11.16,973f1a452628e690
225,$36.34,5c8b2ff82ee3f7b1
226,$60.82,9feeb70960441416
227,$73.05,776f6ef1f1228e7c
228,$42.60,757d66474cab2893
229,$17.42,6b2a28e82eb0c5ec
230,$27.07,a36e945a6d5d4bcf
231,$96.88,25630168631e4005
232,$70.54,53d5fbcd20cca15d
233,$57.25,51126cbef04093b0
234,$30.30,dcedb9bd82ec5091
235,$70.16,b0fe56ec4e11ae3c
236,$74.23,34d8d0dcecd1ef82
237,$8.71,115661ae6bc476c7
238,$8.45,e51f7b36638b46c5
239,$89.75,98b9c239041ebb88
240,$91.01,637e2d7b72f5ccbd
241,$30.03,05bd26c37c80a39d
242,$79.18,ba0d7fb48de7923c
243,$67.59,8c68cac722d511a9
244,$61.61,2339fe78a1a9cd29
245,$85.89,0c4f680057db9358
246,$83.89,f5b78d8f56d12601
247,$27.82,9d263b61e47ed204
248,$94.95,0f9f91ef083a19a6
249,$100.43,c67e7e7f12b7bdff
250,$25.89,4aad95819b4c59ad
251,$8.12,5313af58c710cddc
252,$36.06,dfb6df8833bd56eb
253,$78.08,a550a426fcf27b46
254,$34.29,9b9e87ae444a0bf9
255,$78.76,94693831fb5c9a6b
256,$92.45,c5f425895a45fc33
257,$40.10,9ab0c89e58ecd7d1
258,$35.97,c79bdb513ad3dd2c
259,$41.18,458c61af30d9ae99
260,$96.27,5fa4d4cc18b08792
261,$48.16,471d407f62fb711b
262,$76.51,6ea5e4e5e8068531
263,$16.66,db9c8fef4a0ccfa7
264,$5.08,09b6772acf7bb2ce
265,$64.16,e16a6fc0ede7f899
266,$21.97,793bda5b6f23dcb0
267,$71.48,4368019d9bcdda11
268,$15.40,1346f8bb1e0b12ab
269,$72.87,8091e27137591b3c
270,$95.29,ed1c9f0efb5bd304
271,$70.25,ec38c2fd5881046b
272,$35.54,0d404ad5750f9c22
273,$30.90,ee6567efaf5fe690
274,$20.70,5cc5f172d31d6ef3
275,$84.63,cc737eeb38e77709
276,$98.39,d165dda9da17146a
277,$58.48,c32de7dc0d1acef5
278,$67.54,07a9088cbd3eacb9
279,$43.89,7f060d88e5cf257d
280,$80.62,f38b9b0a42bf6fb4
281,$35.82,1f6e04daa288dddd
282,$84.79,27826b8f7cd837cf
283,$12.06,3d4980b64243af22
284,$86.40,fe38022336f8caf9
285,$62.29,1dc0f80e90bc29b6
286,$48.87,eb799c073e8d40e2
287,$26.11,521e99eb87db8fca
288,$63.38,339f11efe717d43a
289,$29.76,58c25b9ad62ae799
290,$28.51,d7ee66fd76cabec1
291,$24.29,c4358eb7c238c9fb
292,$78.64,2b2a093b2cdc4dc0
293,$37.80,0d98cda074c52964
294,$84.07,42d7cc33cab71d25
295,$29.98,bdbd9718e1d000c2
296,$65.51,25c299a2793077d4
297,$11.18,8168339fccad6c95
298,$56.14,b9ad40dfe13ea797
299,$10.75,3a81246d931c6fe2
300,$92.28,a034d994503be6fc
301,$44.41,2aae5fb948435023
302,$86.86,ccf394a53d3ff5fb
303,$22.56,0a364690b4fb0c8d
304,$10.84,112feb1bf231c67d
305,$66.22,bfe4c8fdba9b9a24
306,$80.53,9a5c888ddd6695f2
307,$48.44,ff84018f6945cc2e
308,$17.37,d1429d0cfaa5d118
309,$5.37,6d4841320e55ff54
310,$41.98,ac193af779141af2
311,$92.98,0d448535422ea6e6
312,$73.19,2f4402c5b9c634df
313,$23.29,b7b1f2ce3787c821
314,$13.64,275928f4d8537cf3
315,$15.52,ff51afa29cf02821
316,$49.74,a0a7d8b1776a10c3
317,$45.30,8b858e5b2e05ce6b
318,$56.86,2535ac2d93275cdb
319,$15.02,cb71bad55ce1aa13
320,$58.04,aabaa2629e7b4bfb
321,$48.18,5fefaa027fe4b372
322,$42.48,d75792f4f2c5208d
323,$20.21,d51b0a3dd60473b2
324,$33.48,87e05e80c91815ee
325,$88.65,1b6455b32520b760
326,$6.30,f4ecc63776de150e
327,$30.84,5cfd117125d55678
328,$22.87,2e9651f91892ff07
329,$99.68,37df902dc4be0541
330,$65.67,ff978bf502e4bc66
331,$57.00,7a6aa4d94d4e6682
332,$27.84,d458c221b6919392
333,$44.12,1970281fe8c086c3
334,$78.60,a71f2c2385a6a317
335,$38.74,9862a09453b84514
336,$52.23,963a48ffa750c86b
337,$53.85,8a9475cbc96e6b0b
338,$5.10,a72968997bfc10e8
339,$98.61,2882731fb3a7ed9f
340,$46.43,f180c16f49a4c083
341,$53.27,8fee16d6c7cc242b
342,$42.52,0a71a4c1ad95d3f9
343,$57.21,f1d3fcfa18966d1e
344,$85.63,1d8c3902797c0f80
345,$40.15,42efb6987bf3c751
346,$74.24,416c5d36069061c3
347,$44.81,25a1ce52f381d7bb
348,$29.73,2a1134ef8ba9dd4e
349,$87.02,f6e033d68ef4604e
350,$34.59,4f00602dffab68dc
351,$55.59,94c0dd19faac4714
352,$100.19,9605ceb3c899d559
353,$22.28,71a3b892450caaa4
354,$84.93,398c0cf0cc330d5f
355,$60.12,bd4a01339d7540af
356,$8.48,4b690b166b7ef18f
357,$78.33,bdbb7fa752e73ed3
358,$52.64,8b84ea49f4242517
359,$86.06,68dff86a5cde963e
360,$29.17,87c9f53a420221ef
361,$25.88,ca694b00e068c335
362,$31.10,1bb0945ec1b4e225
363,$89.16,6f72ff888e0db5a9
364,$58.57,8150184bda3b129d
365,$87.80,0dcd5bd124b04dfc
366,$35.97,e5399851e7407b86
367,$21.67,a5bebc7c8391079e
368,$85.79,80f8b7bb13ca4862
369,$55.77,8cd5fd045bbfab2a
370,$41.16,69f61eab30cb0e7a
371,$7.65,182d0ae3538d5f24
372,$74.85,9bcf02f5fcb4e0d1
373,$70.68,b2866150a4a81d70
374,$51.87,fc9453bc5490ad5a
375,$56.87,5f3887e38bf281c2
376,$86.61,7f19525d667ecc11
377,$44.83,13032de6a493c6c2
378,$6.34,0684c7362def9b51
379,$53.77,2f722cd3d716b0ce
380,$18.12,6cfe82a514e5f8b7
381,$70.37,b3371400efdcecc4
382,$72.97,e6d3ee2f4fb6104c
383,$24.00,97906f054ee9431c
384,$92.11,4c6c994354769006
385,$26.61,19f799109a5e7418
386,$92.97,f04f6375fd378bfd
387,$27.66,623d51b49e355024
388,$91.07,b0b6df3aad8569d1
389,$34.04,2d8008f1a79c2199
390,$91.33,a3de90ea0faf3dbd
391,$98.50,50396ebe62860cd3
392,$94.53,3b1e53f35a5bf523
393,$26.60,72896f6d97ba9a7d
394,$11.50,b92946716263b9d1
395,$37.27,719a736857728200
396,$87.97,5441f41e0b644fa1
397,$47.36,63e18a6696ffad7c
398,$92.07,fe95b9a982c0d2e2
399,$16.86,7ec9dc0cbc7425be
400,$86.43,d8bcebf592ba303e
401,$69.00,ee9c3faee020c03d
402,$32.76,28b48d7b04640a05
403,$82.07,02112a7366881b84
404,$33.62,83735c8b02c76e1b
405,$41.89,d24128200f18686c
406,$68.76,f2c81c0244d08d2d
407,$68.59,812c436d9f12ae83
408,$27.12,f62b016fba8e150d
409,$28.90,a69fcb8c6668873f
410,$64.33,8b0132c799b768e9
411,$44.77,0f70199fc4982cec
412,$64.53,e4014ac061857e1f
413,$8.65,750c5f6529d89afb
414,$41.05,3be098cdf9430063
415,$25.10,a693a80ecb0ec0cc
416,$77.61,17ef702137dacbf0
417,$56.09,f31ff4b610c7b401
418,$75.13,8073df62bac787a4
419,$32.60,58ce40ca028e73a5
420,$70.83,37ffc29326ca4527
421,$71.31,a139f49a67c1d6ae
422,$79.56,8a70d1b5b5b28bf2
423,$39.35,305fe729ea75405d
424,$99.95,0c23673625b7b8c5
425,$54.71,233fd0edcd51d53b
426,$27.94,6ae392c982656a87
427,$87.73,416eda88f3c8cf07
428,$32.53,b86454c6ad7b3708
429,$40.39,182c38421d664d33
430,$90.64,ad486db38fd14dd5
431,$30.08,71c64e9728512e98
432,$96.75,c356f373b733fb45
433,$30.74,0abd7d9e66789d42
434,$44.05,8e12b563ca68c12a
435,$57.71,6ebb0b98f80b3859
436,$24.74,a23273aecc518eff
437,$39.76,3fe7870b52bfce33
438,$43.26,266a3cc9ced85720
439,$22.63,ccb55f5ae547e3bc
440,$54.49,0a1feb865802c178
441,$51.15,cbe6fe1eec33d44b
442,$44.37,bc534e4c4a02a3e0
443,$7.81,d112d503b7b086ae
444,$28.20,cf196ea2e964e3cb
445,$6.62,7f8f9c1bf7c7e74f
446,$76.04,21c4759867917c34
447,$56.63,9be33ea2fbf280e2
448,$67.82,02ed87b62dc4e3b0
449,$60.51,7ea370ddb71e1784
450,$83.01,0e940b4931594a20
451,$38.91,624158521bcaddd5
452,$33.25,e8a0d131fa8a5412
453,$31.05,360338bd0ba11a98
454,$91.25,a8fa7560b5915b4c
455,$60.71,95be1e6fb9daede2
456,$75.91,428a643c72b3713c
457,$24.12,7fb343e68abdbf15
458,$28.90,0ed42bdfed131c46
459,$48.62,34339c2715d66abd
460,$46.96,715ae7d7188ca499
461,$96.34,afbca3f75201401d
462,$64.48,642029923ee7fa7d
463,$95.97,ed1fc844c067c35d
464,$32.72,dd04421606ad901f
465,$59.43,13327c69e74e01ee
466,$35.37,d1faa9f4d4c7c792
467,$81.42,585e8bee95754ff7
468,$85.28,61d8b1eeae66414e
469,$95.68,d34ddfd301b3e1f3
470,$28.45,38a6a54ef7c29187
471,$16.82,15c62b0adc717eb7
472,$73.51,39ac028d9aabed79
473,$33.46,2f05ac734b438b75
474,$40.42,96c4568653adfb6b
475,$7.01,6007b2cae3ee6c17
476,$35.85,54f99c4e1be646ea
477,$90.84,7e563b9e313a1779
478,$71.32,6964b37ca666df46
479,$68.27,a2a9d57cfff3a01a
480,$5.47,733c63111dbd5c5c
481,$61.92,6869719e834e58c0
482,$18.26,dba0c3896b127935
483,$15.51,6206272e7dee7b3e
484,$38.19,6cb74836b2f260b3
485,$77.68,de54c7380c9a8c07
486,$66.31,b61b3c82dcaff0a1
487,$48.45,d9372a2a164bd94d
488,$25.88,b73c1884d3b1ba3d
489,$63.59,4df9139982894a5d
490,$36.64,cb42a51d3c9e015e
491,$58.08,5c8f78713381f749
492,$31.91,5358694aa2c41155
493,$40.01,8d8b6506c835bf97
494,$32.63,1bf716c008eae8d7
495,$13.51,13f631f83e10d207
496,$86.69,031ac72a6745c0c2
497,$75.37,23a7a508a082df3c
498,$83.82,ca625957e333814b
499,$75.76,c824890392c7fccb
500,$60.75,65d6b432e0663170
501,$47.78,f3b0e1fa022da737
502,$87.10,b481aec2fe1ac38c
503,$11.63,67771a34a09d336b
504,$93.05,3fc32766130c2aa3
505,$6.60,8c28b4cfbe44b451
506,$14.78,9f42f7523bc1021e
507,$55.92,21b2607124ff739b
508,$23.30,9d8f96ae382db012
509,$50.38,49400a5d599cea43
510,$65.48,2dca6055ce59d6e7
511,$69.27,1a39fcf8244c5908
512,$18.23,53930d3689f7d133
513,$18.89,ad9195eaaef5429c
514,$41.45,878996cba1d9494d
515,$61.80,23ddf67718cde827
516,$46.20,a290ec35ffce42b6
517,$63.87,fdfe9da402126203
518,$85.86,1857d868ac98bd82
519,$97.85,a37be7fec100e446
520,$99.32,28cf0e2c9e213fbc
521,$44.66,f9e64a0aea972a19
522,$37.87,d0d93811a16a3cd5
523,$81.65,ad372d0aaaad593b
524,$37.74,6c2914bd24476381
525,$36.25,9eabd027885e5f07
526,$21.28,3d95e2e68888d801
527,$82.49,63e3c2ecdc6ece1e
528,$75.44,a059e9a884519938
529,$64.60,2889b5ec2fd91e59
530,$20.09,e525cb5cd55d3d7f
531,$95.95,04844f3ad8b08094
532,$54.51,efc93a3d460a1a69
533,$67.51,e21b824f04024e33
534,$18.19,70fe8a5387423640
535,$77.78,2837b0e90fd57ac3
536,$72.27,79a48e714b0910a7
537,$93.66,727afc0427bc2975
538,$54.55,89392ce676ec9deb
539,$6.77,56336712a6dc1535
540,$26.98,94d9efe0980b456c
541,$72.48,1304cd114cbc2d89
542,$18.67,90a9f15b783a3f02
543,$17.37,59a59fe3dc645266
544,$59.99,2100021059b465e0
545,$11.90,b302210a471e8b47
546,$71.55,b9874fabd1ad9217
547,$67.75,39fc2336d60b20a1
548,$52.25,c40ce0856d032c5f
549,$82.22,52f58ce27e6f2691
550,$64.03,2b3e6c14a52bcac3
551,$50.91,b97385ce017c4238
552,$36.90,d4da75f112256610
553,$68.52,e2add5e6a92dc7a8
554,$48.16,d52652950a7f8040
555,$52.76,21a721a8f98be070
556,$38.09,f425c20deb69a200
557,$26.65,53d8c86626ec33df
558,$59.12,69e01d989ec499c5
559,$36.34,858c9013881e18c6
560,$43.83,2eceeb5634013072
561,$74.12,c0b5541be35d3f15
562,$22.87,ab045c9271dc8e75
563,$9.09,1cad0a8d7cfe103c
564,$61.21,2b5d99fac60f497d
565,$59.92,34ccf8f249c3a20e
566,$93.61,2132aef454691b82
567,$38.50,0751ab9f783c1d0a
568,$86.75,6687157426130c78
569,$82.63,033bc2e242154300
570,$63.30,93556bb7f0436834
571,$51.11,3ed0230e8409fe71
572,$100.08,657021ebb457f2d5
573,$95.03,976246a24f84959b
574,$67.96,20e4b7b054ec5752
575,$77.15,02d23d5c9740b0fc
576,$80.40,47c558a5b691182f
577,$68.25,fd5fc6bd485188cd
578,$60.07,e10082086584996b
579,$79.88,2f45050a321f21ba
580,$55.66,74ffc6410fb74973
581,$56.68,8e017bb96fc18806
582,$89.79,f5a65c0ebf4963a5
583,$42.93,384f4c4ecd665a47
584,$82.85,fa93e1755c7b99f9
585,$93.69,66ae679e2eae3bef
586,$94.09,df39ac2ba93abf64
587,$66.99,4f96f06724850fd5
588,$9.92,1a93ba9f58cea345
589,$14.60,930372f305c32117
590,$67.14,d24df37b87550b4f
591,$44.69,6e09d509d89faf7c
592,$58.04,dcd88595b5918471
593,$26.47,d8de5d81df042970
594,$26.85,cc50b60457b17e27
595,$48.39,800f71a0e71e1a57
596,$45.29,a24202fa944bfca5
597,$15.44,802a78ae0eb0a233
598,$69.89,eb011fc08cb484b5
599,$66.98,058f8516adb932ac
600,$39.42,a83f988249c19123
601,$57.90,b513d5a72b094d52
602,$49.41,8948e6ebc0103c97
603,$73.96,66ac729ff625daa1
604,$39.05,aa12ffa6c20f8ba8
605,$10.00,587cf9925daf65c6
606,$83.74,0eb5e16fc26b8b36
607,$61.36,3212fd1534a027bd
608,$88.67,f56914885188c3a2
609,$81.15,c0157f9b9479955a
610,$42.74,c8d62cd7468adcb7
611,$93.76,ff3c8d000836063e
612,$65.14,798240fad26ed774
613,$83.56,ffa593f205d7fa2c
614,$85.58,04722a23984a5672
615,$26.02,b190b66fa09cf7d1
616,$44.52,f2ef2076a0572824
617,$65.89,1a09e48218a7dc35
618,$49.07,2c8ae15a44460098
619,$81.16,3eac9dc91c54ed5f
620,$51.11,efe600e222afa585
621,$11.79,923ab03a411832c9
622,$94.48,d665b77ee8f2e1f8
623,$8.42,68729d5e0336f608
624,$82.98,c2d7a71b4472ebec
625,$93.55,319d38a635521916
626,$79.52,350df95b8d0b6c9f
627,$24.55,9bafbde10b11359a
628,$81.27,ff84e3447b403620
629,$81.43,4a6fb78e68174dc8
630,$89.01,0a19efc1fa06ed8d
631,$51.53,8f7b013c43f0257a
632,$96.96,57c006b077b3246f
633,$35.33,335420fee1016b11
634,$39.16,2d210e98c7edb4e7
635,$63.75,5d37619b04d0d9ac
636,$88.44,444278ef42e65182
637,$11.00,1d65c978275fd663
638,$43.42,f0e8844f195a6903
639,$8.23,e4d32fb6df4f945f
640,$25.52,21c2df3a8437919f
641,$57.50,f09b0cd18b1863cc
642,$42.30,87a75a13b4ec4658
643,$32.39,0aecd5b9ad828c76
644,$95.28,37e5e1c60223f991
645,$32.02,13273e252da87a7f
646,$5.45,101e77576b58e185
647,$9.01,516d392533dde21b
648,$86.87,3fcd68a5a0eca0d6
649,$32.91,0950c5d7caf96254
650,$56.79,0c1075092cb85363
651,$73.30,d5030e36d7bb1f23
652,$73.36,e56adc7177217b8a
653,$96.02,32f3d7418f30a2e3
654,$35.74,5d5ef292801afe46
655,$78.55,4e6f7bbec3d1794a
656,$12.31,60c5d0e6f34d6d25
657,$54.97,6f047282b1bc40ee
658,$46.83,8f134af3bd07a878
659,$97.34,38c07883da8f6b72
660,$36.02,7680adfcd20ad898
661,$36.00,f48f7110f71f1428
662,$33.23,dd2971d9b5d48161
663,$77.08,c155806d98a7777c
664,$22.65,7eb06008c6322319
665,$53.09,679466bbf48b8532
666,$96.42,62e2ca3e43ff0cc2
667,$69.42,128521531596dda5
668,$86.27,a4c659b8293a5aa4
669,$72.31,71265c4d0137a7cc
670,$50.69,02bbd877fa05438f
671,$93.15,441a0eaf88caca37
672,$25.99,5c030906f6773700
673,$41.42,a523abe58f89d16c
674,$65.30,d0369c7512c25f84
675,$94.24,d7f7b6f0f5b1ee4e
676,$12.41,c996fb372fc816fc
677,$40.17,6d8c9bd8e1a04805
678,$86.15,728c8560ca297b79
679,$7.22,f600015ddc960a35
680,$79.48,66defc5b7eb1516b
681,$18.30,f0e34893a4f0c174
682,$42.55,04f6e84feef794dd
683,$82.20,f6441dd2a034061f
684,$46.74,5ba478926959525a
685,$82.44,09d990b6b0274168
686,$11.93,af9127dffa882bfd
687,$88.81,6c5ef559fd14bc6a
688,$73.89,b671b825a790e4f8
689,$25.92,321f358668384bde
690,$35.00,4d929698204cf679
691,$32.62,1fee4edeb9d79391
692,$31.92,42260c13997c40ee
693,$9.34,470db25036add45c
694,$53.51,382564f8b213b8d5
695,$33.56,5cdadca823a5f506
696,$31.98,bfc6a70c0c6e54fc
697,$24.73,972dddc70d97c51c
698,$54.02,a00a2d3842903618
699,$99.28,97fb4fe78d8a9181
700,$86.36,a5276a6eaf94c480
701,$58.82,a9cd5c5cc14c0b94
702,$17.32,22084e1e51e3244f
703,$35.76,21b5f1dc6260812d
704,$12.13,70f45cc698b61e18
705,$57.01,de0d3c1aedbd6f15
706,$9.05,73da0a96a71ecf76
707,$60.15,62b5e8e33bf3260c
708,$20.56,d4b5a17989847770
709,$88.06,0bc04e0b6bf449c8
710,$86.79,64a05b6bf69cb354
711,$100.85,ad885ba4c85e59ca
712,$44.05,512b0406acd4bc0b
713,$14.72,407c000c8cb70e85
714,$20.45,376129cd49c7ff97
715,$17.24,f5eef25922ac8821
716,$21.94,39c9fe320b3ca2c6
717,$55.07,7e875b575f546cec
718,$11.51,53167628feab232e
719,$94.46,ce5bf40bb7d73c5a
720,$70.04,502a4836bd2cfb86
721,$6.75,894b597c27ea2575
722,$53.44,56b600344cbbea11
723,$100.78,0e62070a4dd13fed
724,$52.86,ef978f76e1d91bc9
725,$35.05,3d737525f158ab57
726,$10.81,da9153b72d97cb52
727,$35.01,afe7f1ad6ab61a8e
728,$94.97,40f2ed2a8f2687ae
729,$70.92,0b16150173377fa5
730,$22.20,38d815708e7de9b6
731,$32.12,cc4fdefae7484c41
732,$13.62,f1d841819598b5c7
733,$31.50,ced3606580f32d96
734,$71.80,575297815a7cb500
735,$28.55,d98782039d3a8b13
736,$81.74,17dc540e1efc1f98
737,$21.45,350cf67840e1cd85
738,$53.81,349b0129e8d530f9
739,$57.09,36678a59d5bc542c
740,$83.46,80f37bcb100c57d0
741,$74.18,f751962d55902ad1
742,$12.15,731a21a30967e317
743,$48.12,90fb14f8a93c7eaf
744,$10.50,2228e81ba029ae2b
745,$74.91,dbb2f20bc753de8f
746,$67.18,6ff0102046364524
747,$84.27,118d81fc1920f279
748,$92.39,7d94e35afe795ca5
