,Date,IncidentNumber,Location,LocationX,LocationY,MonikerClass,PropertyType
21,2016-04-07T20:20:07.000Z,4/7/2016-PC-1791,ROW,-111.9198424275,33.3719410648,Explicit,Utilities
22,2016-07-21T17:23:53.000Z,7/21/2016-PC-2765,ROW,-111.8905406601,33.4170587526,General,Residential
23,2016-03-08T16:37:11.000Z,3/8/2016-PC-1401,ROW,-111.93825977879999,33.385074895500004,Explicit,Utilities
24,2017-07-28T13:01:28.000Z,7/28/2017-PC-8115,ROW,-111.88339725819999,33.388955829000004,General,Utilities
25,2016-04-06T16:49:32.000Z,4/6/2016-EC-1767,Sidewalks,-111.9200130409,33.36364734,Explicit,City
26,2016-04-05T21:04:39.000Z,4/5/2016-PC-1754,Alley Walls,-111.9303594479,33.4107484266,General,Residential
27,2016-12-12T17:46:05.000Z,12/12/2016-EC-4411,Alley Walls,-111.9205190596,33.3844477821,General,Utilities
28,2017-02-22T20:06:17.000Z,2/22/2017-PC-5725,Vacant Lot,-111.9179517538,33.429515544000004,General,Commercial
29,2015-11-10T15:05:46.000Z,11/10/2015-PC-0119,Traffic Mast,-111.92030163209999,33.4146302395,,
30,2016-10-26T20:53:23.000Z,10/26/2016-PC-3881,Sidewalks,-111.9089242298,33.4278381035,General,City
31,2016-01-26T18:30:40.000Z,1/26/2016-EC-0989,ROW,-111.90924451049999,33.420093458000004,,
32,2017-08-03T19:29:08.000Z,8/3/2017-PC-8313,Traffic Mast,-111.8900954419,33.4219898498,General,City
33,2017-03-21T17:11:04.000Z,3/21/2017-PC-5979,Traffic Mast,-111.89183680059999,33.4149823854,Explicit,City
34,2016-08-30T14:41:39.000Z,8/30/2016-PC-3116,Alley Walls,-111.94657367559999,33.408350503200005,General,Commercial
35,2016-05-10T21:18:21.000Z,5/10/2016-EC-2069,Rail Road Alleys,-111.89815636620001,33.4109658064,General,Commercial
36,2017-12-21T21:32:30.000Z,12/21/2017-EC-9852,ROW,-111.9570962253,33.4425750746,General,Utilities
37,2016-09-23T16:35:33.000Z,9/23/2016-PC-3427,Sidewalks,-111.9402425579,33.4232484584,General,City
38,2015-11-05T14:40:01.000Z,11/5/2015-PC-0047,Multiuse Path,-111.8904195782,33.436269578600005,,
39,2016-07-19T17:26:18.000Z,7/19/2016-PC-2746,Sidewalks,-111.88503214149999,33.3998841095,General,City
40,2017-02-10T14:44:58.000Z,2/10/2017-EC-5593,Light Pole,-111.9571888891,33.4436247968,General,City
41,2017-07-17T20:09:40.000Z,7/17/2017-EC-7861, ,-111.9193313989,33.4360633467, , 
42,2017-04-25T18:48:24.000Z,4/25/2017-PC-6463,Parks,-111.934999499,33.427743528600004,General,City
43,2016-08-22T17:03:32.000Z,8/22/2016-EC-3061,ROW,-111.89056279440001,33.4133813982,General,City
44,2017-06-09T21:01:56.000Z,6/9/2017-PC-7316,Light Pole,-111.9271893893,33.4214585069,General,City
45,2017-05-23T18:07:24.000Z,5/23/2017-PC-7068,ROW,-111.8855405066,33.4258194416,Explicit,Utilities
46,2016-09-27T17:04:26.000Z,9/27/2016-PC-3459,ROW,-111.9577202207,33.378074315300005,General,Utilities
47,2017-01-05T20:41:53.000Z,1/5/2017-PC-4905,Multiuse Path,-111.90242310469999,33.4348491073,General,City
48,2016-01-27T19:58:56.000Z,1/27/2016-EC-1070,ROW,-111.9175680742,33.406845893,,
49,2016-06-22T12:16:44.000Z,6/22/2016-PC-2525,Pilot,-111.88363356010001,33.4221791903,Maintenance,Utilities
50,2017-08-17T17:53:15.000Z,8/17/2017-EC-8632,Pilot,-111.92880244700001,33.3688596559,,Residential
51,2016-03-08T16:36:14.000Z,3/8/2016-PC-1400,Solid Waste,-111.9377836873,33.3851118484,General,City
52,2016-09-19T15:02:33.000Z,9/19/2016-EC-3308,Parks,-111.9349064376,33.434627120900004,,City
53,2017-08-28T16:56:44.000Z,8/28/2017-EC-8748,ROW,-111.960951749,33.3923593323,General,Utilities
54,2016-10-24T14:05:09.000Z,10/24/2016-EC-3843,Residential Walls,-111.9350129882,33.4115390182,Maintenance,Residential
55,2016-04-26T17:08:14.000Z,4/26/2016-EC-1928,Light Pole,-111.9218694952,33.414646509099995,,City
56,2016-06-28T21:20:42.000Z,6/28/2016-PC-2585,ROW,-111.9598305807,33.3748037672,General,Utilities
57,2017-08-02T21:32:34.000Z,8/2/2017-PC-8287,Rail Road Alleys,-111.907353931,33.4109578116,General,Commercial
58,2016-06-07T17:01:47.000Z,6/7/2016-EC-2310,ROW,-111.9521182878,33.4243467083,General,Residential
59,2017-10-10T19:35:32.000Z,10/10/2017-EC-9200,Sidewalks,-111.94012402940001,33.4261203345,General,City
60,2017-07-25T17:02:30.000Z,7/25/2017-PC-8047,Solid Waste,-111.9532663643,33.3623700727,,Commercial
61,2017-04-12T15:35:33.000Z,4/12/2017-EC-6242,ROW,-111.93498757430001,33.3961011562,General,Utilities
62,2016-03-22T14:31:40.000Z,3/22/2016-PC-1615,ROW,-111.88517971190001,33.4149452182,General,Utilities
63,2016-10-27T19:36:48.000Z,10/27/2016-EC-3899,Sidewalks,-111.94330041049999,33.4347524686,General,City
64,2017-09-14T17:12:06.000Z,9/14/2017-PC-8951,Pilot,-111.92871915010001,33.3603295757,Maintenance,Residential
65,2017-03-15T13:21:26.000Z,3/15/2017-PC-5907,Parks,-111.93971682850001,33.434823944,General,City
66,2017-03-10T13:42:29.000Z,3/10/2017-EC-5841,Alley Walls,-111.9532185264,33.3695842129,General,Residential
67,2016-09-14T15:45:03.000Z,9/14/2016-EC-3260,Parks,-111.94589546430001,33.4320684034,General,City
68,2017-08-09T17:31:31.000Z,8/9/2017-PC-8420,Parks,-111.91513645059999,33.4003150736,Political,City
69,2017-08-03T16:41:25.000Z,8/3/2017-PC-8296,Multiuse Path,-111.8907796348,33.4361999346,Anti-Police,City
70,2016-12-01T16:03:13.000Z,12/1/2016-PC-4279,Commercial Walls,-111.89447194639999,33.4291803192,General,Commercial
71,2017-04-26T21:52:40.000Z,4/26/2017-PC-6560,Rail Road Alleys,-111.89776953469999,33.4109868994,General,Commercial
72,2016-09-20T19:47:06.000Z,9/20/2016-PC-3335,Light Pole,-111.9344853306,33.4295638402,Explicit,City
73,2017-02-08T18:59:43.000Z,2/8/2017-PC-5568,Traffic Mast,-111.8935475517,33.3782500582,General,City
74,2018-01-16T19:00:26.000Z,1/16/2018-EC-10043,Parks,-111.9498302461,33.409658725199996,General,City
75,2017-01-04T13:22:18.000Z,1/4/2017-PC-4864,Alley Walls,-111.9215358636,33.3852950466,General,ADOT
76,2017-04-14T21:32:53.000Z,4/14/2017-PC-6322,ROW,-111.92605290120001,33.4129671852,General,Utilities
77,2017-08-15T20:45:15.000Z,8/15/2017-EC-8545,ROW,-111.9198003973,33.419594452199995,General,Utilities
78,2016-05-26T13:50:39.000Z,5/26/2016-EC-2241,Multiuse Path,-111.9567393377,33.3561707802,General,City
79,2017-01-24T15:33:16.000Z,1/24/2017-PC-5151,Traffic Mast,-111.8828810033,33.4219821732,General,City
80,2015-11-13T16:39:53.000Z,11/13/2015-PC-0254,Sidewalks,-111.9092241636,33.4260713766,,
81,2017-05-04T18:37:48.000Z,5/4/2017-PC-6718,Traffic Mast,-111.8921520373,33.4076506863,General,City
82,2016-03-17T13:23:08.000Z,3/17/2016-PC-1565,Alley Walls,-111.8947412374,33.3849081748,Explicit,Residential
83,2017-07-19T14:50:47.000Z,7/19/2017-EC-7932, ,-111.9341795589,33.370896844899995, , 
84,2016-09-23T16:07:56.000Z,9/23/2016-PC-3423,Sidewalks,-111.93872442780001,33.4232797987,General,City
85,2017-10-16T17:55:09.000Z,10/16/2017-EC-9237,Bridges,-111.960958796,33.4341528016,General,City
86,2015-12-17T14:13:49.000Z,12/17/2015-PC-0531,Light Pole,-111.8914197482,33.4072834451,,
87,2017-07-28T13:51:04.000Z,7/28/2017-PC-8122,ROW,-111.8894706,33.3927735652,General,Utilities
88,2016-09-28T21:01:44.000Z,9/28/2016-PC-3524, ,-111.9598142091,33.3747682346, , 
89,2017-01-03T13:53:19.000Z,1/3/2017-PC-4835, ,-111.9453467691,33.4205824771, , 
90,2017-01-18T20:41:41.000Z,1/18/2017-PC-5041,ROW,-111.9030074768,33.419066871,General,Utilities
91,2016-11-17T17:44:35.000Z,11/17/2016-EC-4171,Sidewalks,-111.9781392883,33.4013771534,General,City
92,2017-08-01T17:57:35.000Z,8/1/2017-PC-8193, ,-111.9128554566,33.3593071047, , 
93,2016-08-24T14:02:10.000Z,8/24/2016-EC-3073,ROW,-111.95216693350001,33.3780529709,General,Commercial
94,2015-11-10T16:37:01.000Z,11/10/2015-PC-0141,ROW,-111.8913329419,33.4146406646,,
95,2016-06-01T20:44:00.000Z,6/1/2016-EC-2282,ROW,-111.9435847509,33.3910906404,General,Utilities
96,2016-10-04T18:21:52.000Z,10/4/2016-PC-3613,Pilot,-111.96512226979999,33.393132398,Maintenance,Residential
97,2017-03-14T15:08:06.000Z,3/14/2017-PC-5868,ROW,-111.9353069324,33.3799589737,General,Utilities
98,2017-05-01T21:53:32.000Z,5/1/2017-EC-6645, ,-111.9607082057,33.38645756, , 
99,2017-08-16T17:24:05.000Z,8/16/2017-PC-8571,Pilot,-111.8863627824,33.4022777566,Maintenance,Residential
100,2016-04-14T19:15:08.000Z,4/14/2016-PC-1836,Rail Road Alleys,-111.915682656,33.4107928246,General,Commercial
101,2016-01-21T17:21:11.000Z,1/21/2016-EC-0895,Sidewalks,-111.95212164559999,33.42331136,,
102,2017-04-07T19:16:00.000Z,4/7/2017-PC-6211,Alley Walls,-111.9071732352,33.4195453985,General,Commercial
103,2016-04-05T16:58:54.000Z,4/5/2016-PC-1736,ROW,-111.9069442187,33.4089725597,General,Utilities
104,2016-04-13T17:51:24.000Z,4/13/2016-PC-1822,Signs,-111.9592850077,33.429020009,General,City
105,2016-03-29T20:27:06.000Z,3/29/2016-EC-1690,Solid Waste,-111.9564816685,33.4262461795,General,City
106,2017-08-23T22:04:40.000Z,8/23/2017-EC-8714,Signs,-111.9609815933,33.439001772,General,City
107,2017-01-25T19:57:22.000Z,1/25/2017-PC-5234,Bridges,-111.9341921694,33.385220792300004,General,City
108,2017-04-04T19:50:23.000Z,4/4/2017-PC-6097,Rail Road Alleys,-111.8961770941,33.4111973369,General,Commercial
109,2017-06-01T14:23:14.000Z,6/1/2017-PC-7165, ,-111.8897474254,33.436472616399996, , 
110,2016-12-09T17:50:28.000Z,12/9/2016-PC-4403,Sidewalks,-111.9398291911,33.4244424505,General,City
111,2017-06-22T15:56:10.000Z,6/22/2017-EC-7417, ,-111.93068967010001,33.4338961592, , 
112,2017-05-09T17:11:09.000Z,5/9/2017-EC-6783, ,-111.9516863951,33.4266787619, , 
113,2017-04-25T19:07:49.000Z,4/25/2017-PC-6477,Parks,-111.9388861883,33.4285200124,Explicit,City
114,2016-08-30T16:06:24.000Z,8/30/2016-PC-3124,Parks,-111.9177048379,33.3837500977,General,City
115,2017-08-03T19:43:38.000Z,8/3/2017-PC-8325,Signs,-111.891614914,33.422001043200005,General,ADOT
116,2017-11-16T20:03:55.000Z,11/16/2017-EC-9599,SA,-111.9553456641,33.4214497573,Maintenance,Residential
117,2017-08-17T17:31:08.000Z,8/17/2017-PC-8629,Pilot,-111.909262831,33.3998186336,Maintenance,Residential
118,2016-07-07T17:44:34.000Z,7/7/2016-PC-2662,ROW,-111.92830464049999,33.3636178369,General,Utilities
119,2016-12-01T14:44:46.000Z,12/1/2016-PC-4269,ROW,-111.92084879040002,33.4151483657,General,Commercial
120,2017-06-06T20:19:28.000Z,6/6/2017-PC-7241, ,-111.9377922883,33.3859649307, , 
121,2017-06-29T21:18:48.000Z,6/29/2017-EC-7585,Parks,-111.9264501031,33.430148499699996,Political,City
122,2016-07-13T14:45:05.000Z,7/13/2016-PC-2691,Pilot,-111.9506443865,33.3639233835,General,Utilities
123,2015-12-24T16:25:11.000Z,12/24/2015-PC-0605,ROW,-111.90883211030001,33.4104071119,,
124,2016-12-21T16:12:17.000Z,12/21/2016-PC-4689,Parks,-111.9168156087,33.412486995100004,Political,City
125,2017-07-13T20:58:17.000Z,7/13/2017-PC-7765,Traffic Mast,-111.8903052931,33.3927008439,General,City
126,2017-09-12T17:14:29.000Z,9/12/2017-PC-8924,Pilot,-111.90937583040001,33.3834644944,,Residential
127,2016-09-14T14:20:21.000Z,9/14/2016-PC-3248,Rail Road Alleys,-111.897659349,33.4109809295,General,UP
128,2016-08-01T20:32:30.000Z,8/1/2016-EC-2812,Light Pole,-111.9607640367,33.4249038709,General,Utilities
129,2016-12-01T14:07:48.000Z,12/1/2016-PC-4260,ROW,-111.9219672707,33.4161603185,General,Utilities
130,2016-01-26T18:38:34.000Z,1/26/2016-EC-0993,ROW,-111.90922774709999,33.4165461365,,
131,2016-03-17T16:10:06.000Z,3/17/2016-PC-1572,Alley Walls,-111.9002801093,33.416179031,General,Residential
132,2016-04-01T13:31:14.000Z,4/1/2016-PC-1697,Parks,-111.9404826734,33.4345255417,Explicit,City
133,2017-08-10T16:45:36.000Z,8/10/2017-PC-8480,Signs,-111.8905622625,33.3926873861,General,ADOT
134,2016-10-21T20:24:46.000Z,10/21/2016-PC-3838,ROW,-111.89189559280001,33.4038876859,,ADOT
135,2016-06-06T18:01:19.000Z,6/6/2016-EC-2303,Bridges,-111.93479066209999,33.3852456837,General,City
136,2017-01-19T20:12:29.000Z,1/19/2017-PC-5064, ,-111.9434962127,33.4308330459, , 
137,2017-03-28T19:39:55.000Z,3/28/2017-EC-6059,Alley Walls,-111.9542248458,33.419325907600005,General,Residential
138,2017-04-14T19:36:32.000Z,4/14/2017-PC-6315,Parks,-111.888090707,33.4163945934,General,City
139,2017-08-03T19:51:32.000Z,8/3/2017-EC-8334,Traffic Mast,-111.9609724803,33.3784175528,General,City
140,2017-09-12T17:50:38.000Z,9/12/2017-EC-8927,Alley Walls,-111.93644268979999,33.3799990476,General,Commercial
141,2017-04-26T21:01:48.000Z,4/26/2017-EC-6544,Light Pole,-111.9393390718,33.386658556,General,City
142,2017-06-07T22:05:48.000Z,6/7/2017-EC-7295,Signs,-111.9607890843,33.4383329002,General,City
143,2016-06-08T16:55:28.000Z,6/8/2016-PC-2354,Rail Road Alleys,-111.896287516,33.410980067,General,UP
144,2018-01-09T21:07:26.000Z,1/9/2018-PC-10006,Alley Walls,-111.9273632018,33.4476826905,General,Residential
145,2015-12-02T14:11:26.000Z,12/2/2015-PC-0476,Parks,-111.9171986666,33.412352756,,
146,2017-02-07T17:13:56.000Z,2/7/2017-EC-5459,Alley Walls,-111.93672093379999,33.385105788400004,General,Residential
147,2017-09-13T21:26:44.000Z,9/13/2017-EC-8943,Signs,-111.9565766995,33.4153857896,,City
148,2017-06-22T15:18:30.000Z,6/22/2017-EC-7414,Traffic Mast,-111.97818354489999,33.3929502121,General,City
149,2016-02-03T16:10:38.000Z,2/3/2016-EC-1118,Parks,-111.9486684799,33.409668308,,
150,2017-12-06T17:42:50.000Z,12/6/2017-EC-9769,Traffic Mast,-111.9348154148,33.414845265,General,City
151,2016-12-16T15:10:56.000Z,12/16/2016-PC-4573,Signs,-111.93831987719999,33.386527615700004,General,City
152,2016-01-29T13:30:18.000Z,1/29/2016-PC-1092,Parks,-111.91280685209999,33.4198435038,,
153,2016-01-12T17:02:14.000Z,1/12/2016-EC-0743,Alley Walls,-111.9370787499,33.3800095371,,
154,2016-08-05T14:22:43.000Z,8/5/2016-PC-2868,Solid Waste,-111.89796828040001,33.3936068,General,City
155,2017-08-15T17:16:02.000Z,8/15/2017-EC-8526, ,-111.93243997260001,33.3746220919, , 
156,2017-07-19T20:17:15.000Z,7/19/2017-PC-7997,Rail Road Alleys,-111.89954006079999,33.4111837386,General,Commercial
157,2017-04-12T18:30:35.000Z,4/12/2017-PC-6248,Traffic Mast,-111.9569408386,33.4427050524,General,City
158,2016-01-21T17:40:27.000Z,1/21/2016-EC-0899,ROW,-111.90922219,33.4281654632,,
159,2016-06-21T14:27:04.000Z,6/21/2016-EC-2496,Alley Walls,-111.91751290270001,33.417988713,General,Residential
160,2016-01-26T17:29:56.000Z,1/26/2016-EC-0965,ROW,-111.9089376884,33.413855162800004,,
161,2017-08-10T14:19:13.000Z,8/10/2017-PC-8450,Signs,-111.89189161559999,33.4078056066,General,ADOT
162,2017-06-28T20:49:42.000Z,6/28/2017-PC-7519,Residential Walls,-111.91945402120001,33.411129090799996,General,Residential
163,2017-04-03T16:21:45.000Z,4/3/2017-EC-6074,Parks,-111.9431046092,33.4344875042,General,City
164,2016-12-14T21:28:29.000Z,12/14/2016-PC-4528,Pilot,-111.92672376600001,33.3821070663,Maintenance,Utilities
165,2017-09-26T19:58:52.000Z,9/26/2017-PC-9051,Signs,-111.9430721415,33.437685118000005,General,City
166,2016-05-12T16:01:47.000Z,5/12/2016-PC-2091,ADOT Basin,-111.97120865469999,33.3326504682,General,ADOT
167,2017-02-02T19:54:07.000Z,2/2/2017-PC-5404,Pilot,-111.94336463459999,33.3834950869,Maintenance,UP
168,2017-11-16T18:58:36.000Z,11/16/2017-EC-9593,Alley Walls,-111.9558124384,33.4214605864,Explicit,Residential
169,2017-08-11T14:24:57.000Z,8/11/2017-PC-8491,Pilot,-111.9703301434,33.330555487800005,General,City
170,2016-03-08T20:17:28.000Z,3/8/2016-PC-1434,ROW,-111.8867888584,33.4146440602,General,Utilities
171,2017-01-25T21:09:13.000Z,1/25/2017-EC-5262,Light Pole,-111.95968376020001,33.3783802235,Maintenance,City
172,2016-08-03T14:34:54.000Z,8/3/2016-PC-2839,Rail Road Alleys,-111.8973941294,33.4109814161,General,UP
173,2017-04-04T15:45:29.000Z,4/4/2017-EC-6087,Maintenance,-111.9425614625,33.435019670100004,Maintenance,City
174,2016-06-22T12:45:38.000Z,6/22/2016-PC-2528,Pilot,-111.9444474481,33.392277985599996,Maintenance,Commercial
175,2016-10-17T22:01:07.000Z,10/17/2016-EC-3787,Parks,-111.94878379709999,33.3889060714,General,Residential
176,2017-02-08T17:36:20.000Z,2/8/2017-PC-5539,Traffic Mast,-111.8903795012,33.4221747555,General,City
177,2016-07-26T14:39:10.000Z,7/26/2016-PC-2780,ROW,-111.9257220139,33.4204110314,Explicit,Utilities
178,2017-04-27T21:39:01.000Z,4/27/2017-PC-6588,Light Pole,-111.9119894071,33.4149293684,General,City
179,2017-01-24T13:39:44.000Z,1/24/2017-PC-5119,Light Pole,-111.8918712939,33.4076977393,General,City
180,2016-03-03T16:57:46.000Z,3/3/2016-PC-1357,Multiuse Path,-111.8902463934,33.4112395284,General,City
181,2016-06-14T14:59:44.000Z,6/14/2016-PC-2399,ROW,-111.94348118290002,33.4217786693,General,UP
182,2017-02-02T17:46:09.000Z,2/2/2017-PC-5398,Pilot,-111.908903161,33.4195009629,Maintenance,Utilities
183,2017-07-12T16:32:34.000Z,7/12/2017-PC-7695,Light Pole,-111.9210794901,33.414901932,General,City
184,2017-06-29T17:29:06.000Z,6/29/2017-PC-7575,Light Pole,-111.9207443444,33.415383372,General,City
185,2017-01-03T14:35:27.000Z,1/3/2017-EC-4850,Traffic Mast,-111.94226390530001,33.422080998,General,City
186,2016-05-25T14:54:36.000Z,5/25/2016-PC-2214,ROW,-111.8997728525,33.3864669365,General,Utilities
187,2016-03-08T13:45:57.000Z,3/8/2016-PC-1383,Parks,-111.94105749090001,33.434553909499996,,City
188,2017-01-24T13:37:22.000Z,1/24/2017-EC-5117,Solid Waste,-111.94623072469999,33.421585551,General,City
189,2016-05-20T16:50:46.000Z,5/20/2016-PC-2174,Parks,-111.93105171229999,33.4398447937,Explicit,City
190,2017-11-22T14:48:05.000Z,11/22/2017-EC-9637,Signs,-111.9184671369,33.3930870792,General,City
191,2016-01-06T21:11:37.000Z,1/6/2016-PC-0664,Sidewalks,-111.8832193524,33.417579388600004,,
192,2016-09-26T14:40:16.000Z,9/26/2016-EC-3435,Parks,-111.9281492822,33.4330429194,General,Utilities
193,2017-07-19T15:08:39.000Z,7/19/2017-EC-7939,Pilot,-111.9339059737,33.3708990852,Maintenance,Residential
194,2017-07-19T15:16:37.000Z,7/19/2017-EC-7942,Pilot,-111.933466092,33.370899085,Maintenance,Residential
195,2017-04-06T18:54:51.000Z,4/6/2017-EC-6160,Parks,-111.9404827508,33.4345331106,General,City
196,2017-07-31T13:37:38.000Z,7/31/2017-EC-8151, ,-111.94366385059999,33.4217195923, , 
197,2017-03-16T17:34:40.000Z,3/16/2017-PC-5942,Traffic Mast,-111.90938120610001,33.3928143176,General,City
198,2016-11-22T18:32:32.000Z,11/22/2016-PC-4219,Bridges,-111.9092010467,33.4330785641,Explicit,City
199,2016-10-21T19:22:55.000Z,10/21/2016-PC-3832,Parks,-111.94151883059999,33.430052479699995,General,City
200,2017-03-22T21:12:59.000Z,3/22/2017-EC-6006,Maintenance,-111.9399717891,33.4499228942,Maintenance,Utilities
201,2017-05-31T17:18:04.000Z,5/31/2017-EC-7143,Multiuse Path,-111.9577370658,33.3524411816,General,Commercial
202,2017-11-03T18:41:31.000Z,11/3/2017-EC-9454,SA,-111.9398424721,33.3755578065,Maintenance,Residential
203,2017-09-14T17:20:24.000Z,9/14/2017-PC-8958,Pilot,-111.92872794979999,33.3583680371,Maintenance,Residential
204,2017-03-06T20:55:04.000Z,3/6/2017-EC-5798,Alley Walls,-111.8997597138,33.3866697449,General,Residential
205,2016-01-26T18:46:29.000Z,1/26/2016-EC-0996,ROW,-111.9092639564,33.4157547133,,
206,2016-09-20T21:29:06.000Z,9/20/2016-PC-3345,Signs,-111.95344475469999,33.3387270491,Explicit,City
207,2017-11-22T16:29:26.000Z,11/22/2017-EC-9644,Alley Walls,-111.9162511089,33.4157051781,General,Residential
208,2015-12-17T15:42:31.000Z,12/17/2015-PC-0545,Light Pole,-111.8910830275,33.3927611579,,
209,2017-04-13T21:45:58.000Z,4/13/2017-EC-6296,Parks,-111.941512719,33.430052386199996,Explicit,City
210,2016-06-15T15:35:23.000Z,6/15/2016-PC-2434,ROW,-111.89563065370001,33.414945170799996,General,Utilities
211,2017-01-24T16:35:11.000Z,1/24/2017-PC-5160,Rail Road Alleys,-111.9177900235,33.4108490404,General,Commercial
212,2017-02-02T16:22:21.000Z,2/2/2017-PC-5381,Alley Walls,-111.8968010344,33.4188360567,Explicit,Residential
213,2017-07-19T20:04:42.000Z,7/19/2017-PC-7992,Rail Road Alleys,-111.89761423540001,33.4109777558,General,Commercial
214,2017-03-24T19:26:33.000Z,3/24/2017-PC-6023,Commercial Walls,-111.90859071969999,33.4154212192,General,Commercial
215,2016-03-22T17:12:42.000Z,3/22/2016-EC-1623,ROW,-111.943709095,33.430840088800004,General,City
216,2017-07-19T17:57:16.000Z,7/19/2017-PC-7960,Pilot,-111.898076283,33.3639692786,Maintenance,Residential
217,2017-03-21T15:05:09.000Z,3/21/2017-EC-5974,Parks,-111.9411516263,33.4306322857,General,City
218,2017-11-02T15:09:18.000Z,11/2/2017-EC-9439,SA,-111.96142483370001,33.3865696081,Maintenance,Utilities
219,2016-02-22T18:41:58.000Z,2/22/2016-EC-1282,ROW,-111.891129075,33.4146369691,General,City
220,2017-08-08T21:37:02.000Z,8/8/2017-PC-8401,Rail Road Alleys,-111.8966725784,33.4109716203,General,Commercial
221,2016-04-08T13:10:50.000Z,4/8/2016-PC-1794,Parks,-111.9341236953,33.431686005799996,General,City
222,2017-02-14T16:36:56.000Z,2/14/2017-EC-5628,Parks,-111.94905798149999,33.4253768393,General,City
223,2017-08-15T20:22:45.000Z,8/15/2017-EC-8541,Traffic Mast,-111.9265531942,33.4218870229,General,City
224,2017-10-09T15:53:38.000Z,10/9/2017-EC-9177,Bridges,-111.9409854208,33.4324754133,General,City
225,2016-01-22T16:01:52.000Z,1/22/2016-PC-0914,ROW,-111.9605841242,33.4069247078,,
226,2017-06-13T18:52:40.000Z,6/13/2017-EC-7342, ,-111.92402169879999,33.430252308600004, , 
227,2016-10-21T19:59:53.000Z,10/21/2016-PC-3836,Parks,-111.9164448745,33.4118116333,General,City
228,2016-06-07T19:28:20.000Z,6/7/2016-PC-2318,Sidewalks,-111.8902726306,33.4040949841,General,City
229,2017-06-13T19:58:16.000Z,6/13/2017-EC-7345,Solid Waste,-111.9396697053,33.4113722316,General,City
230,2017-04-06T19:07:10.000Z,4/6/2017-PC-6162,Solid Waste,-111.8895820217,33.3920524802,General,City
231,2017-03-06T20:36:58.000Z,3/6/2017-EC-5797,Alley Walls,-111.9298259367,33.3835323174,General,Residential
232,2015-11-13T16:43:35.000Z,11/13/2015-PC-0258,Sidewalks,-111.9092120937,33.4239458332,,
233,2017-06-22T20:54:56.000Z,6/22/2017-PC-7429,Rail Road Alleys,-111.92153258299999,33.4108493828,General,Commercial
234,2017-10-25T18:41:07.000Z,10/25/2017-PC-9338,Pilot,-111.9178503408,33.3840573059,Maintenance,Residential
235,2017-08-16T16:21:35.000Z,8/16/2017-EC-8562,Pilot,-111.9290195064,33.3750828137,Maintenance,Residential
236,2016-07-14T20:19:38.000Z,7/14/2016-PC-2716,Alley Walls,-111.96038030209999,33.4259683616,General,Commercial
237,2016-10-26T16:27:34.000Z,10/26/2016-PC-3869,Pilot,-111.8941082484,33.376053458200005,Maintenance,Residential
